	random	noun/verb	location	#1 String	#2 String	label
2435	hold	V	4-2	The auditorium ca n't hold more than 500 people	What 's holding that mirror ?	F
2437	finish	N	6-7	it was a fight to the finish	he applied a coat of a clear finish	F
2438	touch	N	2-9	the cooling touch of the night air	Suddenly , in the crowd , I felt a touch at my shoulder .	T
2440	move	N	5-1	They were pleased about their move to the country .	The move into my fiancé 's house took two long days .	T
2441	communicate	V	0-1	communicate a disease	He communicated his anxieties to the psychiatrist	F
2442	impute	V	1-1	People impute great cleverness to cats	We imputed this quotation to Shakespeare .	T
2443	school	N	3-1	he walked to school every morning	the school was built in 1932	T
2445	impute	V	1-1	People impute great cleverness to cats .	We imputed this quotation to Shakespeare .	T
2446	take	V	0-0	take a scene	Take the plunge	F
2447	find	V	6-2	My son went to Berkeley to find himself	The arrow found its mark	F
2450	lash	V	1-2	To lash something to a spar	The lion lashed its tail	F
2451	carry	V	2-1	You must carry your camping gear	Amanda carried the package .	T
2452	make	V	0-4	make revolution	How much do you make a month in your new job ?	F
2453	run	V	0-2	run amok	he is running the Marathon this year	F
2454	mow	V	0-1	mow the grass	He mowed the lawn .	T
2455	catch	V	0-3	catch the mood	The Rolls Royce caught us near the exit ramp	F
2458	sex	N	6-10	All you ever think about is sex .	( The believers ... those ... ) who abstain from sex	T
2459	fool	N	2-3	The village fool threw his own shoes down the well .	You were a fool to cross that busy road without looking .	T
2460	concern	N	8-4	The employees ' attitude is really hurting the concern .	a racially integrated business concern	T
2461	integrity	N	10-5	he expects to find in us the common honesty and integrity of men of business	they admired his scrupulous professional integrity	T
2462	run	V	5-2	Does this old car still run well ?	I will run the sample .	F
2463	chain	N	1-6	the chain of command	The third link of the silver chain needs to be resoldered .	T
2464	submission	N	5-1	what was the date of submission of your proposal ?	his submission to the will of God	F
2465	sublime	V	0-2	sublime iodine	some salts sublime when heated	T
2466	call	N	12-4	he heard the phone ringing but did n't want to take the call	she reported several anonymous calls	T
2468	see	V	13-1	They 're blind to the damage they do , but someday they 'll see .	I see that you have been promoted	F
2469	time	N	4-1	he waited a long time	the time of year for planting	T
2470	make	V	0-8	make a cake	She married into wealth and so has it made .	F
2472	pass	V	0-3	pass along the good news	A black limousine passed by when she looked out the window	F
2474	toe	V	0-1	toe a nail	She toes inwards	F
2475	work	N	8-3	mastering a second language requires a lot of work	he arrived at work early today	F
2476	make	V	6-1	One swallow does not a summer make	He made a fool of himself at the meeting	F
2477	civilization	N	7-2	A hermit does n't much care for civilization .	early Mayan civilization	T
2478	turn	V	0-0	turn cartwheels	turn a somersault	T
2479	exclude	V	1-4	To exclude young animals from the womb or from eggs	The unruly student was excluded from the game	T
2480	make	V	1-3	I make the height about 100 feet	He did n't make the choir after his voice changed .	F
2481	pay	V	0-9	pay an obligation	He was allowed to go as soon as he paid .	T
2482	cut	V	1-1	She cut him dead at the meeting	Wayne cut	F
2483	make	V	5-3	have , throw , or make a party	They hope to make a bigger profit	F
2484	coverage	N	13-3	Before laying sod on that clay , the ground needs two inches of coverage with topsoil .	There are overlapping coverages on your insurance policies .	T
2485	draw	V	0-0	draw a deep breath	draw wire	F
2486	make	V	3-1	They hope to make a bigger profit	She makes like an actress	F
2487	wash	V	9-3	The car is so dirty , we need to wash it .	he managed to wash out the stains	T
2488	channel	N	1-2	a channel is typically what you rent from a telephone company	The English Channel lies between France and England .	F
2491	order	N	0-4	order ruled in the streets	The house is in order ; the machinery is out of order .	T
2493	draw	V	0-0	draw a conclusion	draw a line	F
2494	make	V	2-4	We should make Cincinnati by 7 tonight .	This company is what made you .	F
2495	cut	N	1-4	the cut from the accident scene to the hospital seemed too abrupt	The lawyer took a cut of the profits .	F
2496	hold	V	2-2	I 'll hold you by your promise	He 's held by a contract	T
2497	corner	N	2-5	The chimney corner was full of cobwebs .	a piano was in one corner of the room	F
2498	top	N	3-5	he removed the top of the carton	he could n't get the top off of the bottle	T
2500	piece	N	3-4	he sacrificed a piece to get a strategic advantage	he wrote an interesting piece on Iran	F
2501	stand	V	3-1	We had to stand for the entire performance !	They stood the statue on the pedestal .	T
2502	raise	V	1-2	To raise a wall , or a heap of stones	The President raised several million dollars for his college	F
2504	have	V	0-0	have an assistant	have a lover	T
2505	put	V	1-1	He put all his efforts into this job	She put too much emphasis on her the last statement	T
2506	have	V	5-5	How many cars does she have ?	The dog down the street has a lax owner .	T
2507	stimulate	V	0-2	stimulate my appetite	This play stimulates	F
2508	care	V	2-3	I really care about my work	He does n't care about how / whether she comes .	T
2509	blend	V	0-1	blend the nuts and raisins together	he blends in with the crowd	T
2511	wall	N	5-1	negotiations ran into a brick wall	a wall of smoke	T
2512	background	N	7-4	he is a lawyer with a sports background	The lawyer had a background in computer science .	T
2513	pull	V	7-0	You 'll be sent home if you pull another stunt like that .	pull a bank robbery	T
2514	prise	V	11-10	C. 1925 : Come , force the gates with crowbars , prise them apart ! — Jack Lindsay , translation of Lysistrata	1919 : I think he must have been trying to prise open that box yonder when he was attacked . — Sax Rohmer , The Quest of the Sacred Slipper	T
2516	call	N	4-3	he placed a phone call to London	the salesman 's call on a customer	F
2517	come	V	0-2	come into contact with a terrorist group	The shoes came untied	T
2518	continue	V	3-3	We can not continue several servants any longer	The bad weather continued for two more weeks	F
2519	ride	V	3-2	She loves to ride her new motorcycle through town	The child rode on his mother 's hips	F
2522	draw	V	1-0	I draw a line here	draw parallels	T
2525	head	N	5-1	the beer had a large head of foam	a head of steam	F
2526	go	V	6-2	How fast does your new car go ?	This door goes to the basement	F
2527	pay	V	0-2	pay a debt	Do n't pay him any mind	F
2528	leave	V	3-6	She did n't leave until midnight	At what time does your train leave ?	T
2529	drive	V	2-3	Can you drive this four - wheel truck ?	What are you driving at ?	F
2530	drive	V	1-0	You drive nails into wood with a hammer .	Drive a nail into the wall	T
2531	carry	V	2-2	These bonds carry warrants	The loan carries a high interest rate	T
2532	squeeze	N	4-8	increased expenses put a squeeze on profits	getting through that small opening was a tight squeeze	F
2534	formation	N	1-1	the formation of pseudopods	the formation of crystals	T
2535	fast	V	1-2	Muslims fast during Ramadan .	Catholics sometimes fast during Lent	T
2537	occasion	N	9-6	Having people round for dinner was always quite an occasion at our house .	it was needed only on special occasions	T
2539	match	V	4-2	His interests did n't match her interests .	let them match their best athletes against ours	F
2540	break	V	1-0	Twigs break off of those branches easily .	break a promise	F
2541	check	V	0-0	check into the rumor	check the brakes	F
2542	leave	V	0-1	leave it as is	I left my keys inside the car and locked the doors	F
2543	cut	V	0-0	cut a movie scene	cut a Ping - Pong ball	F
2545	make	V	6-1	You have to spend money to make money !	She makes more than he does , and works longer hours than he does , but she still does most of the house - cleaning .	T
2546	pull	V	0-0	pull the string gently	Pull the handle towards you	T
2547	come	V	3-2	your wish will come true	Which letter comes before Y ?     Winter comes after autumn .	T
2549	raise	V	6-1	We visited a farm where they raise chickens .	To raise somebody to office	T
2551	respect	N	3-5	she lost all respect for him	be sure to give my respects to the dean	F
2554	fall	V	0-4	fall into a category	The most difficult task fell on the youngest member of the team	F
2555	break	V	6-5	I do n't know how to break this to you , but your cat is not coming back .	When news of their divorce broke , ...	T
2556	irritate	V	0-1	irritate the glands of a leaf	It irritates me that she never closes the door after she leaves	F
2557	line	N	5-6	he 's not in my line of business	historians can only point out those lines for which evidence is available	F
2558	light	N	7-3	Hey , buddy , you got a light ?	can you shed light on this problem ?	F
2559	field	N	8-10	the home crowd cheered when Princeton took the field	There are several species of wild flowers growing in this field .	T
2560	foot	N	1-1	the foot of the mountain	the foot of the page	T
2561	place	N	11-4	We thought we would win but only ended up in fourth place .	He comes from a place near Chicago	F
2562	give	V	0-1	give the orders	I gave my coat to the beggar .	F
2563	run	N	7-15	the assembly line was on a 12-hour run	He went to Las Vegas and spent all his money over a three - day run .	T
2565	have	V	3-0	What do we have here ?	have , throw , or make a party	F
2566	air	N	8-4	if you 've time to spare go by air	I need some fresh air	F
2567	shade	V	0-6	shade the meaning	The hillside was bright green , shading towards gold in the drier areas .	T
2568	time	N	12-6	Time stops for nobody .     the ebb and flow of time	it took more than half my time	F
2569	number	N	1-7	a number 13 shoe	this sweater is an all - wool number	F
2570	take	V	2-2	I 'll take three salmon steaks	We are taking an orphan from Romania	T
2571	make	V	0-0	make a dress	make a wall of stones	T
2572	cut	V	2-0	The sweat cut little rivulets into her face	cut a movie scene	F
2573	fast	V	2-1	Catholics sometimes fast during Lent	Muslims fast during Ramadan .	T
2575	reaction	N	4-2	there was a chemical reaction of the lime with the ground water	In this reaction , the acid and base will neutralize each other , producing a salt .	T
2576	get	V	0-0	get nauseous	get an idea	T
2577	tea	N	7-4	Go to the supermarket and buy some tea .	Would you like some tea ?	F
